timestamp_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,label
2572968,0.9960,0.0244,0.0254,0.1101,0.5572,0.0524,gesture_recognition
2572988,0.9941,0.0264,0.0308,0.2170,1.0839,-0.1384,gesture_recognition
2573008,0.9973,0.0254,0.0169,0.0262,-0.1680,0.0600,gesture_recognition
2573028,0.9921,0.0249,0.0254,0.1254,-1.0917,0.0219,gesture_recognition
2573048,1.0058,0.0205,0.0132,0.1559,0.0228,0.1211,gesture_recognition
2573068,0.9958,-0.0105,0.0975,4.9117,0.3282,-0.1308,gesture_recognition
2573088,0.9965,-0.0127,0.0240,10.4689,0.9847,-0.5659,gesture_recognition
2573108,0.9968,0.0313,-0.0349,11.5529,-0.1604,-0.9094,gesture_recognition
2573128,0.9636,0.0581,-0.0810,18.7361,-5.3207,-1.8560,gesture_recognition
2573148,1.0012,0.0715,-0.2644,7.1636,-1.3359,-1.4438,gesture_recognition
2573168,1.0048,0.0498,-0.2285,-6.5464,-3.3817,0.5410,gesture_recognition
2573188,1.0949,0.0835,-0.4702,-16.8899,-0.1985,2.9837,gesture_recognition
2573208,0.9973,0.0559,-0.0710,-22.2868,-9.2825,-0.3598,gesture_recognition
2573228,1.2639,-0.0486,-0.2295,-24.7448,3.2518,0.1058,gesture_recognition
2573248,0.9218,-0.0249,0.0603,-15.0425,-4.5115,1.7089,gesture_recognition
2573268,0.9577,0.0840,-0.1760,-23.2334,-12.9772,4.7242,gesture_recognition
2573288,0.9931,0.0798,-0.1233,-28.7143,-3.6565,3.4952,gesture_recognition
2573308,0.8212,-0.0330,0.1121,-28.3784,1.4656,0.1058,gesture_recognition
2573328,1.1997,-0.0559,-0.0793,-20.8975,0.4274,4.2585,gesture_recognition
2573348,1.1232,-0.0320,-0.3584,-29.1418,-0.4352,2.3578,gesture_recognition
2573368,0.8586,-0.0688,0.2339,-44.5693,-22.5039,7.4646,gesture_recognition
2573388,0.9016,0.0088,0.5501,-36.6151,-23.5955,2.8921,gesture_recognition
2573408,1.3562,-0.0549,0.2024,-7.1418,3.9465,-6.0774,gesture_recognition
2573428,1.1960,-0.1008,-0.1811,-18.7296,17.2595,-1.6193,gesture_recognition
